date,1. open,2. high,3. low,4. close,5. volume
2024-03-19,30.3,30.47,28.72,29.67,9888748.0
2024-03-18,30.94,31.66,30.79,31.03,6844543.0
2024-03-15,29.9,30.76,29.64,30.44,8175194.0
2024-03-14,30.38,30.65,29.61,30.02,5534954.0
2024-03-13,30.03,31.19,29.98,30.56,6683128.0
2024-03-12,30.6,30.75,29.21,29.79,6049725.0
2024-03-11,29.58,30.79,29.48,30.49,6237878.0
2024-03-08,30.38,30.64,29.27,29.85,6537765.0
2024-03-07,28.86,30.1,28.86,29.87,7740525.0
2024-03-06,27.67,28.725,26.9,28.22,6335600.0
2024-03-05,27.05,27.21,26.57,26.91,5704755.0
2024-03-04,27.5,27.55,27.04,27.48,3954744.0
2024-03-01,27.5,27.82,26.8799,27.68,6845450.0
2024-02-29,26.69,27.26,26.31,27.21,6020162.0
2024-02-28,26.19,26.535,25.97,26.32,3748436.0
2024-02-27,25.91,27.0,25.2,26.7,6822581.0
2024-02-26,26.15,26.15,24.86,25.34,11130001.0
2024-02-23,27.62,27.71,26.47,26.52,5340275.0
2024-02-22,27.77,27.841,27.26,27.75,6720750.0
2024-02-21,27.12,28.04,27.07,27.96,5642088.0
2024-02-20,26.88,26.88,26.16,26.69,4711849.0
2024-02-16,27.34,28.03,27.16,27.4,4686221.0
2024-02-15,27.04,27.64,26.92,27.39,4385488.0
2024-02-14,26.21,26.99,25.87,26.79,5100599.0
2024-02-13,26.9,27.2,25.575,25.85,7264231.0
2024-02-12,27.1,28.095,26.87,27.9,4374586.0
2024-02-09,27.71,27.734,26.7,26.89,4762128.0
2024-02-08,27.44,28.07,27.14,27.71,4854492.0
2024-02-07,27.6,27.765,26.93,27.53,5017197.0
2024-02-06,26.94,27.79,26.93,27.62,7829540.0
2024-02-05,28.6,28.6,26.74,26.84,8824323.0
2024-02-02,29.0,29.72,28.55,29.49,4959005.0
2024-02-01,30.08,30.405,29.15,29.69,4174587.0
2024-01-31,30.49,31.36,29.715,29.75,5760362.0
2024-01-30,30.34,30.84,30.0,30.61,4714657.0
2024-01-29,30.46,30.97,29.6894,30.91,4649101.0
2024-01-26,30.22,30.7,29.8707,30.61,5123914.0
2024-01-25,29.96,30.45,29.21,29.88,4683347.0
2024-01-24,30.25,30.37,29.32,29.76,8750960.0
2024-01-23,29.15,30.485,29.0301,29.51,9363900.0
2024-01-22,26.87,27.8552,26.77,27.62,5793822.0
2024-01-19,26.73,27.38,26.345,27.36,6001915.0
2024-01-18,27.62,28.72,26.58,26.75,12853154.0
2024-01-17,27.17,27.67,27.05,27.18,9606378.0
2024-01-16,29.17,29.29,27.275,27.87,10715028.0
2024-01-12,31.19,31.82,30.02,30.03,3933935.0
2024-01-11,31.49,31.64,30.66,30.88,4419749.0
2024-01-10,31.8,32.14,31.31,31.65,4733613.0
2024-01-09,31.82,32.45,31.55,31.94,5792123.0
2024-01-08,31.82,32.09,31.22,31.73,4992051.0
2024-01-05,30.54,32.305,30.09,32.13,7309876.0
2024-01-04,31.13,31.49,30.86,31.13,4543572.0
2024-01-03,32.12,32.27,31.045,31.49,8245658.0
2024-01-02,33.53,33.97,33.04,33.31,3837998.0
2023-12-29,34.31,34.74,33.93,34.0,3295505.0
2023-12-28,34.68,34.8118,34.198,34.55,3909863.0
2023-12-27,34.23,35.035,33.7498,34.81,5787568.0
2023-12-26,33.86,34.12,33.5,33.87,4505900.0
2023-12-22,32.96,34.44,32.88,33.77,9066769.0
2023-12-21,31.25,32.14,30.59,32.02,5566085.0
2023-12-20,32.01,32.475,30.56,30.65,7516945.0
2023-12-19,31.19,33.0,30.9101,32.42,7946201.0
2023-12-18,31.44,32.31,30.52,30.52,7270394.0
2023-12-15,29.93,32.5,29.67,31.1,19183792.0
2023-12-14,27.04,30.135,26.94,29.9,16594044.0
2023-12-13,24.04,26.04,23.885,25.99,7919148.0
2023-12-12,24.68,24.75,23.8,24.05,5849349.0
2023-12-11,24.75,25.3199,24.67,24.93,4290666.0
2023-12-08,25.04,25.725,24.87,25.02,5133177.0
2023-12-07,25.16,25.29,24.27,24.94,6780082.0
2023-12-06,25.6,25.96,25.04,25.12,4037562.0
2023-12-05,26.5,26.53,25.13,25.24,7715838.0
2023-12-04,27.28,27.93,26.765,26.81,4964975.0
2023-12-01,27.0,28.015,26.5101,27.74,5462935.0
2023-11-30,26.58,27.245,26.4399,26.86,4823473.0
2023-11-29,26.42,27.04,26.22,26.44,6103838.0
2023-11-28,26.22,26.29,25.64,26.08,4382377.0
2023-11-27,26.22,26.5958,25.87,26.3,3428999.0
2023-11-24,26.16,26.56,26.16,26.24,1282299.0
2023-11-22,26.28,26.62,25.98,26.38,2925838.0
2023-11-21,26.28,26.625,26.17,26.39,2881900.0
2023-11-20,26.32,26.7,25.97,26.47,4231732.0
2023-11-17,26.35,26.9775,26.12,26.22,4988743.0
2023-11-16,26.6,26.99,25.94,26.0,4080260.0
2023-11-15,26.52,27.34,26.36,26.95,5857249.0
2023-11-14,25.44,26.565,25.36,26.17,5472140.0
2023-11-13,24.49,25.025,24.3001,24.6,2839661.0
2023-11-10,24.7,24.8899,24.28,24.64,3040197.0
2023-11-09,25.81,25.87,24.41,24.58,4078496.0
2023-11-08,25.12,25.66,24.965,25.53,3671356.0
2023-11-07,25.22,25.595,24.82,25.54,4852895.0
2023-11-06,26.71,26.73,25.76,25.97,3869527.0
2023-11-03,26.5,27.005,26.14,26.53,5479951.0
2023-11-02,25.5,26.142,25.295,26.07,5825331.0
2023-11-01,25.67,25.78,24.275,25.03,6202053.0
2023-10-31,25.28,25.89,24.84,25.64,5156478.0
2023-10-30,24.0,25.425,23.8501,25.32,9442581.0
2023-10-27,23.975,24.11,23.17,23.51,6325040.0
2023-10-26,23.99,24.1895,23.37,23.51,6386776.0
2023-10-25,23.335,24.03,23.14,23.84,5510187.0
2023-10-24,23.66,24.21,23.36,23.44,7557444.0
2023-10-23,23.16,24.21,23.07,23.41,6780193.0
2023-10-20,23.5,24.37,23.26,24.01,9204421.0
2023-10-19,26.16,26.22,24.215,24.24,13580570.0
2023-10-18,27.1,27.43,26.5,26.52,6489364.0
2023-10-17,26.3,28.37,26.27,27.77,6025202.0
2023-10-16,27.2,27.445,26.7825,26.81,4977729.0
2023-10-13,27.0,27.25,26.33,26.58,4533433.0
2023-10-12,28.04,28.06,26.41,26.9,4851815.0
2023-10-11,28.29,28.4,27.6,28.04,3749841.0
2023-10-10,27.64,28.57,27.4701,28.2,4850018.0
2023-10-09,26.68,27.465,26.62,27.25,3857120.0
2023-10-06,26.57,27.5,26.13,27.15,6246883.0
2023-10-05,27.13,27.3,26.45,26.53,4425076.0
2023-10-04,27.73,27.81,26.37,27.16,5335536.0
2023-10-03,28.11,28.85,27.27,27.65,5457898.0
2023-10-02,28.69,29.33,28.33,28.84,4496029.0
2023-09-29,29.07,29.83,28.97,29.06,7723051.0
2023-09-28,26.59,28.15,26.411,28.14,7998093.0
2023-09-27,26.07,26.78,25.95,26.2,5604857.0
2023-09-26,26.36,26.7496,25.59,25.86,6536845.0
2023-09-25,27.75,27.77,26.34,26.63,9304192.0
2023-09-22,28.27,28.5961,28.05,28.35,5096808.0
2023-09-21,28.68,28.68,27.86,27.87,5488792.0
2023-09-20,28.65,29.79,28.55,29.38,8084407.0
2023-09-19,28.83,28.9892,27.835,28.34,5153224.0
2023-09-18,29.19,29.24,28.485,28.85,4524804.0
2023-09-15,29.89,29.89,28.8,28.85,8716044.0
2023-09-14,29.52,30.3,29.4136,30.19,6722592.0
2023-09-13,28.22,28.69,28.07,28.65,3960695.0
2023-09-12,28.45,28.82,28.12,28.2,3630503.0
2023-09-11,28.82,29.05,28.43,28.68,5012351.0
2023-09-08,28.3,28.4671,27.96,28.1,4524257.0
2023-09-07,29.45,29.45,28.06,28.45,9406076.0
2023-09-06,30.04,30.65,29.81,30.2,4090894.0
2023-09-05,30.78,31.12,30.2,30.29,4304771.0
2023-09-01,30.95,31.45,30.7014,31.1,5976992.0
2023-08-31,29.82,30.83,29.56,30.08,19155338.0
2023-08-30,29.65,29.65,29.07,29.51,4926964.0
2023-08-29,28.54,29.62,28.34,29.61,6315824.0
2023-08-28,28.6,29.02,28.38,28.48,4457549.0
2023-08-25,28.82,29.075,27.76,28.23,5398305.0
2023-08-24,28.36,29.11,28.3099,28.75,4329546.0
2023-08-23,28.78,29.03,28.56,28.81,5915245.0
2023-08-22,28.91,29.09,28.18,28.78,4594258.0
2023-08-21,29.0,29.0699,28.03,28.59,4701351.0
2023-08-18,28.45,29.0,28.23,28.97,7345396.0
2023-08-17,29.92,30.04,28.91,29.11,6527408.0
2023-08-16,30.08,30.52,29.095,29.31,7915883.0
2023-08-15,31.475,31.475,30.305,30.34,5807857.0
2023-08-14,31.56,31.86,30.6,31.73,7337110.0
2023-08-11,32.465,32.495,31.8087,31.96,4735375.0
2023-08-10,33.97,34.0,32.55,32.88,4810865.0
2023-08-09,33.48,34.09,33.03,33.62,4132679.0
2023-08-08,33.02,33.35,32.68,33.23,5366294.0
2023-08-07,33.9,34.06,33.22,34.06,3520608.0
2023-08-04,34.55,34.93,33.755,33.95,3820122.0
2023-08-03,34.0,34.69,33.51,34.5,4244965.0
2023-08-02,34.425,34.685,33.66,33.93,5294750.0
2023-08-01,35.48,35.66,35.1,35.18,5222665.0
2023-07-31,35.45,36.585,35.31,36.19,6038960.0
2023-07-28,34.35,34.79,33.79,34.76,4173672.0
2023-07-27,35.06,35.13,33.9,33.91,6002474.0
2023-07-26,35.02,35.4473,34.545,34.84,7282086.0
2023-07-25,34.69,36.34,34.26,35.61,8928584.0
2023-07-24,32.89,34.3057,32.77,33.75,6036658.0
2023-07-21,32.79,33.495,32.76,33.38,5567261.0
2023-07-20,35.33,35.76,32.67,32.68,11962060.0
2023-07-19,35.17,35.34,34.53,34.84,6127124.0
2023-07-18,35.31,35.72,34.62,35.04,4661669.0
2023-07-17,34.35,36.05,34.25,35.57,6405879.0
2023-07-14,35.5,35.52,34.05,34.52,8082529.0
2023-07-13,35.7,37.17,35.55,36.69,5835871.0
2023-07-12,35.81,35.95,34.9995,35.05,4288675.0
2023-07-11,33.6,34.87,33.33,34.69,5218426.0
2023-07-10,33.7,34.57,33.6,34.14,3891413.0
2023-07-07,32.8,34.6,32.68,34.09,6300263.0
2023-07-06,33.03,33.2229,31.83,32.54,6069900.0
2023-07-05,33.91,34.4425,33.52,33.68,4490668.0
2023-07-03,34.5,34.93,34.14,34.27,2460935.0
2023-06-30,33.99,34.1,33.315,33.93,4971171.0
2023-06-29,33.5,33.96,33.08,33.76,5419217.0
2023-06-28,34.0,34.03,33.39,33.66,3657233.0
2023-06-27,33.49,34.525,33.03,34.43,4130368.0
2023-06-26,32.78,33.53,32.78,32.99,3311317.0
2023-06-23,32.73,33.3,32.55,32.84,5497399.0
2023-06-22,33.8,33.95,32.81,33.41,7328343.0
2023-06-21,33.7,35.13,33.5768,34.91,4907536.0
2023-06-20,34.584,34.88,33.88,34.22,5374934.0
2023-06-16,35.97,36.04,34.7901,35.62,5812781.0
2023-06-15,35.67,36.24,35.35,35.97,4217496.0
2023-06-14,37.74,37.74,35.66,36.13,4615132.0
2023-06-13,36.02,37.61,35.89,36.7,6175909.0
2023-06-12,34.87,35.6792,34.62,34.99,3857446.0
